Port_IDs,PnL,Total_Positions,Win_Positions,Win_Rate,ROI,Sharpe_Ratio,MDD,Rank_ROI,Rank_Sharpe,Rank_PnL,Rank_Win_Rate,Rank_MDD,Total_Rank,ROI_z,PnL_z,Sharpe_Ratio_z,Win_Rate_z,MDD_inv,MDD_inv_z,Weighted_Score
3672754654734989568,566.59765978,474.0,210.0,0.4430379746835443,0.9177759201397554,0.18527447769074137,80.77703672000003,85.0,69.0,136.0,48.0,58.0,396.0,-0.3710896302738097,-0.5215252076647835,-0.013051866491239855,0.48048719779667093,-80.77703672000003,0.3878615121755216,-0.10629510131679926
3733192481840423936,2923.97719988,689.0,553.0,0.8026124818577649,0.5034619124400876,0.06026543766319211,2743.12,114.0,127.0,67.0,1.0,135.0,444.0,-0.4902358241601471,-0.21723977327707514,-0.947255779142184,2.8634311245309445,-2743.12,-0.6021147694476757,-0.3792349774447932
3768170840939476993,243.66889897,14.0,6.0,0.42857142857142855,31.78550515767253,0.4242774564031249,0.0,1.0,11.0,140.0,56.0,1.0,209.0,8.505685917300797,-0.5632081511992757,1.7730391058027122,0.38461563985559394,-0.0,0.4178979693696341,1.203907933216509
3784403294629753856,2521.81430468,6050.0,1829.0,0.3023140495867769,0.6673623441311455,0.10658506601925702,271.29198096999994,100.0,104.0,82.0,107.0,78.0,471.0,-0.4431022195766571,-0.269150086902415,-0.6011049885014651,-0.45210734370978106,-271.29198096999994,0.31701967147220955,-0.08784787395585439
3786761687746711808,205.02139999,82.0,37.0,0.45121951219512196,0.6265104832208868,0.2151504978408806,123.46026665,104.0,55.0,141.0,42.0,66.0,408.0,-0.4548501780095751,-0.5681966864839371,0.2102143461966402,0.5347072404737132,-123.46026665,0.37199000882806754,-0.13091390819301552
3788465932399412480,13960.966456670001,3069.0,1369.0,0.44607363962202673,1.6536697373780231,0.15291214877945936,1772.2194397900003,52.0,84.0,10.0,45.0,126.0,317.0,-0.1594652444239707,1.2073908444096944,-0.2548984904214271,0.5006049180032706,-1772.2194397900003,-0.241091212498267,0.3749178363469369
3818233536529843712,6419.607907139999,1421.0,482.0,0.3391977480647431,1.4528842500302397,0.15428219254946593,2036.537569750004,59.0,83.0,27.0,90.0,130.0,389.0,-0.21720605492160464,0.23396865121468072,-0.24466002886567778,-0.20767459464121987,-2036.537569750004,-0.33937632567580683,-0.08128976696559563
3819545518395756033,980.06319996,68.0,26.0,0.38235294117647056,1.335088423606854,0.2147229171511931,0.0,67.0,57.0,132.0,73.0,1.0,330.0,-0.25108114510251844,-0.46815597315760576,0.20701899685876804,0.0783201109923736,-0.0,0.4178979693696341,-0.053278706499475165
3826087012661391104,532.65697373,108.0,63.0,0.5833333333333334,17.565918152037344,0.6751014185094156,12.925980129999992,2.0,1.0,137.0,8.0,46.0,194.0,4.416493568329648,-0.5259061977524904,3.6474693608840227,1.410241577412741,-12.925980129999992,0.41309152109383884,0.7640031299681376
3858510226868015873,-280.97295039000005,996.0,243.0,0.24397590361445784,-0.07163627414531466,-0.013558252740182655,827.3097301399999,144.0,144.0,146.0,120.0,107.0,661.0,-0.6556194674094371,-0.6309277823892987,-1.4989469240863096,-0.8387213218089544,-827.3097301399999,0.11026780237354535,-0.3964016972695093
3865845304835489536,1406.06618669,882.0,451.0,0.5113378684807256,1.4198052007023707,0.24357476133916597,149.03458057999978,61.0,42.0,122.0,23.0,69.0,317.0,-0.22671875000685254,-0.41316843226204825,0.42263144953946774,0.9331188885125296,-149.03458057999978,0.36248035340099444,-0.02145146312637619
3878631538480067329,3921.2330411600005,2811.0,1415.0,0.5033795802205621,0.8236074610415508,0.15606635691653395,1039.8421924399997,88.0,82.0,45.0,24.0,111.0,350.0,-0.3981700892425672,-0.08851615380988823,-0.2313268064670415,0.8803783457365956,-1039.8421924399997,0.031238879483475115,-0.07355176650026278
3879821005658659073,4268.00656095,872.0,289.0,0.33142201834862384,4.4311031077700305,0.13094012831820376,1914.9818661299987,23.0,90.0,43.0,95.0,129.0,380.0,0.6392541054054732,-0.04375538054086324,-0.41909739539044394,-0.2592052997753743,-1914.9818661299987,-0.29417656548729637,-0.06828651136455922
3880920727367689984,-176.82699999,145.0,49.0,0.33793103448275863,-0.217877892210825,-0.038627756774756765,609.39066665,146.0,146.0,145.0,91.0,95.0,623.0,-0.6976748453509803,-0.617484849158513,-1.686293605191584,-0.2160692593821194,-609.39066665,0.19129970064665702,-0.3627429676412585
3886752488982104320,7195.178324639999,1249.0,931.0,0.745396317053643,1.8038224652046706,0.22171358766665433,38.20810000000074,46.0,54.0,21.0,3.0,50.0,174.0,-0.11628513057379022,0.33407759734442993,0.2592609126926809,2.48425265188981,-38.20810000000074,0.4036905162775322,0.33664977684368547
3887577207880438784,2417.51403674,6050.0,2893.0,0.4781818181818182,0.4342428158882705,0.08791090507202251,577.6136464800004,121.0,115.0,89.0,35.0,93.0,453.0,-0.5101414796415766,-0.2826129391063206,-0.7406586897260753,0.7133897166221649,-577.6136464800004,0.20311579523058124,-0.13064613148243553
3891020560590657281,2856.30056379,437.0,283.0,0.6475972540045767,3.908881805524462,0.43247702595319554,0.0,27.0,9.0,70.0,6.0,1.0,113.0,0.4890765121486473,-0.22597532657269379,1.834315233945456,1.836126384083628,-0.0,0.4178979693696341,0.2628849793861679
3907081197088384000,18015.99737026,4137.0,2540.0,0.6139714769156394,2.1914685580574753,0.22272929259108767,2060.7071223800012,37.0,52.0,5.0,7.0,131.0,232.0,-0.004807952201868898,1.7308054333667944,0.26685136786532565,1.6132842757108563,-2060.7071223800012,-0.34836362902896406,0.6161482347113076
3910887259807777281,1803.3020100100007,75.0,17.0,0.22666666666666666,1.6385889156525217,0.10829621222172858,663.3218999799999,54.0,101.0,111.0,126.0,101.0,493.0,-0.1638021060214052,-0.36189409438086095,-0.5883174374802393,-0.9534317371420374,-663.3218999799999,0.17124569461821912,-0.152198416155882
3910983669796782848,6761.648048249999,640.0,274.0,0.428125,1.430241820983494,0.33103886186548587,201.7234222300001,60.0,19.0,25.0,57.0,73.0,234.0,-0.2237174428812818,0.2781184502374017,1.076258618504021,0.381657103497256,-201.7234222300001,0.34288832327598046,0.27512137855142244
3911997667197443328,605.7223102399998,64.0,30.0,0.46875,1.2176829054710678,0.17285573562279427,257.0679696599998,71.0,72.0,134.0,37.0,77.0,391.0,-0.2848439925254141,-0.5164750827027321,-0.10585825415346263,0.6508839121060072,-257.0679696599998,0.32230878486618486,-0.1187834869537115
3914654298562589441,343.47044905000007,483.0,200.0,0.4140786749482402,0.16018815135686523,0.010976836334010375,3893.068918769999,138.0,141.0,139.0,62.0,140.0,620.0,-0.5889526460247889,-0.5503259837323554,-1.315593974529227,0.28857040155592834,-3893.068918769999,-1.029716385904335,-0.7616127783213626
3919174299855478272,1456.3718076199984,1267.0,609.0,0.48066298342541436,0.1264016099870624,0.011491608845265273,9684.34458371,140.0,140.0,120.0,34.0,146.0,580.0,-0.5986687978661077,-0.40667509189981765,-1.3117470327877858,0.7298327000108258,-9684.34458371,-3.1831675481726602,-1.5236430670031305
3919965573764932864,0.0,1.0,0.0,0.0,,,,,,142.0,149.0,,,,-0.5946604037995149,,-2.4555792641488123,,,
3923766029921022977,772.72903189,1259.0,359.0,0.2851469420174742,0.31346778389408825,0.07238099702504557,205.5326576000001,127.0,121.0,133.0,112.0,74.0,567.0,-0.5448733137364512,-0.4949182175571299,-0.8567151033854232,-0.5658758503910486,-205.5326576000001,0.3414718819235958,-0.19952886964923838
3925368433214965504,6789.43673863,1458.0,486.0,0.3333333333333333,0.7356040718528242,0.27487340370960084,162.05753631999778,95.0,33.0,24.0,94.0,71.0,317.0,-0.4234776305664789,0.2817053540768172,0.6565290473186297,-0.24653878325649636,-162.05753631999778,0.35763784532557236,0.22156398019028917
3926423286576838657,1309.4599595900004,478.0,163.0,0.3410041841004184,0.2712851604838187,0.05025983601148875,1119.0932,130.0,132.0,127.0,89.0,115.0,593.0,-0.5570039656914234,-0.425638154374099,-1.0220285492505545,-0.19570312365437198,-1119.0932,0.0017698670905403461,-0.30455671523724054
3930688517098515713,1947.2445734700004,288.0,140.0,0.4861111111111111,0.5709441622667065,0.06311486826947789,1193.9074265100007,110.0,125.0,106.0,30.0,117.0,488.0,-0.4708296417180683,-0.3433143007140981,-0.9259617253630902,0.7659381038191486,-1193.9074265100007,-0.026049354848333785,-0.24625147996099053
3931992636670880512,10374.965289980002,6050.0,2430.0,0.40165289256198344,1.1133624280866319,0.05079627547200391,1651.1316999599994,77.0,131.0,14.0,64.0,122.0,408.0,-0.3148439143088244,0.7445175971621139,-1.0180196884289436,0.20622323266192868,-1651.1316999599994,-0.19606546184164353,0.1383202374231372
3932103299427844097,3860.3097053499996,2589.0,778.0,0.3005021243723445,0.4364995508487181,0.0833221058818548,669.4568359399987,120.0,117.0,46.0,108.0,102.0,493.0,-0.5094924999398271,-0.0963800057632771,-0.7749512029465545,-0.46411519215087277,-669.4568359399987,0.16896445543399563,-0.09233579789293084
3935808725185052672,2301.9641228600003,1715.0,602.0,0.3510204081632653,0.23589016450722947,0.06325386386802234,1394.9714398600001,133.0,124.0,98.0,87.0,121.0,563.0,-0.5671826682572556,-0.2975278711910143,-0.9249229986280247,-0.1293243903928224,-1394.9714398600001,-0.10081380370027357,-0.28704091208058663
3936410995029308417,10681.514,20.0,6.0,0.3,5.955681070532478,0.2989837004791926,0.0,19.0,26.0,13.0,109.0,1.0,168.0,1.0776840357731827,0.7840862392932276,0.8367074853929022,-0.46744283134572795,-0.0,0.4178979693696341,0.6621636924277067
3937714876784951296,1117.5308932099997,511.0,201.0,0.3933463796477495,0.1768001263393755,0.016314451097396963,3858.8245098499992,136.0,139.0,129.0,67.0,139.0,610.0,-0.5841754636092334,-0.4504119416839645,-1.27570549450346,0.15117496281413587,-3858.8245098499992,-1.0169828075950853,-0.7159900703113355
3939318616482048768,9775.38910984,315.0,118.0,0.3746031746031746,1.9383805142909147,0.20382946098037483,87.00335997999991,44.0,63.0,15.0,77.0,60.0,259.0,-0.07758965055753536,0.6671256051985778,0.12561120927134814,0.026961466758742905,-87.00335997999991,0.38554629117126576,0.4164376344249042
3939925275039085824,2378.8786707,5928.0,2148.0,0.3623481781376518,1.3006710728356763,0.22595328142597285,78.62181989999999,68.0,48.0,92.0,83.0,57.0,348.0,-0.26097870171858484,-0.28759990829742116,0.29094452931372117,-0.054253883097853485,-78.62181989999999,0.3886629166388019,0.00935082599126158
3941019213896463617,4234.08779003,112.0,55.0,0.49107142857142855,0.8966122228953106,0.08777363799755787,4944.99999998,86.0,116.0,44.0,27.0,143.0,416.0,-0.3771757724953544,-0.04813354187115604,-0.7416844990436634,0.7988107300229031,-4944.99999998,-1.420870656658829,-0.639438892637262
3942630767220672256,6611.898480419999,4969.0,1903.0,0.3829744415375327,1.0773639747472605,0.06797969001775644,6083.726687979999,79.0,123.0,26.0,72.0,145.0,445.0,-0.3251961558972626,0.2587891010505541,-0.8896064704904052,0.08243886936179985,-6083.726687979999,-1.8442993538325738,-0.6911266331338959
3943533600390906881,2361.42457205,1759.0,964.0,0.5480386583285958,2.11059175987271,0.4280792022224648,32.30352141,41.0,10.0,93.0,14.0,49.0,207.0,-0.028066066816263977,-0.28985284546736706,1.8014498976826354,1.1763394798765305,-32.30352141,0.4058860984537216,0.14613108226150306
3944088772635000577,7581.4919834,6063.0,2774.0,0.4575292759360053,1.3902423589557498,0.2991410762565448,97.20372502999987,64.0,25.0,19.0,41.0,63.0,212.0,-0.23522027302831722,0.3839421259305673,0.8378835688739569,0.5765228110591466,-97.20372502999987,0.3817533465346524,0.32362651470244047
3944239644144231424,-1187.8909756800008,858.0,227.0,0.26456876456876455,-0.24125556806546528,-0.023731314255788484,5867.434541539998,147.0,145.0,149.0,118.0,144.0,703.0,-0.7043976716330403,-0.7479907926450441,-1.57497113697062,-0.7022499314126035,-5867.434541539998,-1.7638724149181477,-1.1726950050813936
3944658614777849089,2074.4499799600003,45.0,20.0,0.4444444444444444,7.142433618139712,0.4074903672652918,0.0,7.0,12.0,102.0,46.0,1.0,168.0,1.4189639502935092,-0.3268949029413353,1.647587663641987,0.48980804370760894,-0.0,0.4178979693696341,0.3149866687167181
3946087913459823360,-40.66724167000001,6085.0,1930.0,0.3171733771569433,-0.10932811682877251,-0.005708494004031473,453.51285959999984,145.0,143.0,144.0,102.0,87.0,621.0,-0.6664586847973077,-0.5999096430867876,-1.4402849639347695,-0.35363277534577026,-453.51285959999984,0.249261929382515,-0.319447175428174
3949214983441029120,1317.57755896,4530.0,1675.0,0.369757174392936,0.6637819663257494,0.05876960185539703,131.1565297200001,101.0,128.0,126.0,80.0,67.0,502.0,-0.444131845368352,-0.42459035226651776,-0.9584342960239838,-0.005153565145746461,-131.1565297200001,0.36912819951141745,-0.14037823381864392
3949329502284748801,425.96505789,384.0,72.0,0.1875,2.1531172746242206,0.1360713834645185,44.93445042000002,39.0,88.0,138.0,133.0,52.0,450.0,-0.015836808013668446,-0.5396777586763007,-0.3807510595299245,-1.2129939936468845,-44.93445042000002,0.40118936316933845,-0.11058921395322646
3951723256343550465,5260.022863889999,3447.0,1215.0,0.3524804177545692,0.40409780801076234,0.05837825364318956,1073.144928380002,122.0,129.0,35.0,86.0,112.0,484.0,-0.5188104188676969,0.08429193068971672,-0.9613588767660853,-0.11964872952377845,-1073.144928380002,0.018855456630566227,-0.08016982567914832
3952087967771302912,1032.60525986,172.0,58.0,0.3372093023255814,1.1686819544481477,0.17366917326887601,0.0,73.0,71.0,131.0,92.0,1.0,368.0,-0.29893542246186916,-0.4613739581072765,-0.09977936072703787,-0.22085226603681823,-0.0,0.4178979693696341,-0.07816897118931818
3953433416230728705,4924.76177998,527.0,110.0,0.20872865275142316,0.8135910248077227,0.16710402665017163,675.6869999,90.0,74.0,36.0,131.0,104.0,435.0,-0.4010505620998375,0.04101715765655445,-0.14884129782350014,-1.0723091337987851,-675.6869999,0.16664780628845263,-0.002965830375641701
3953764659057081857,6048.86608919,583.0,180.0,0.30874785591766724,0.7209621566667568,0.12403094507422256,957.0232210199999,96.0,92.0,28.0,106.0,109.0,431.0,-0.4276882737820254,0.18611410204190784,-0.47073034944182396,-0.40946972781630686,-957.0232210199999,0.06203461786318381,0.009266665557254014
3956048468100538880,1373.56489,28.0,20.0,0.7142857142857143,2.6916275847969366,0.5248618803115559,0.0,34.0,3.0,123.0,4.0,1.0,165.0,0.1390250905300568,-0.41736362909533414,2.524715643325832,2.278078909191865,-0.0,0.4178979693696341,0.1791628104432393
3956076827719377409,16790.01223802,3916.0,2019.0,0.5155771195097038,2.01428711787532,0.09952801745500311,635.050014530003,43.0,105.0,7.0,22.0,97.0,274.0,-0.05576083777339986,1.572557933475158,-0.6538429535241613,0.961212919907561,-635.050014530003,0.1817584258546873,0.6900506486190238
3957509601040585217,3174.18036672,1113.0,300.0,0.2695417789757412,0.6443638351720644,0.02523009867096165,3268.44,102.0,138.0,61.0,116.0,136.0,553.0,-0.44971600708229625,-0.18494409156268302,-1.2090780502385854,-0.669293161001387,-3268.44,-0.7974518644181872,-0.5173241524655705
3960874214179953664,19567.47128569,2391.0,1233.0,0.5156838143036386,0.45918101151096397,0.16294781502532266,2233.9999999899956,118.0,76.0,4.0,21.0,132.0,351.0,-0.5029698874781017,1.9310663189252524,-0.17990104486966235,0.9619199992642689,-2233.9999999899956,-0.4128015474242596,0.5692751050445422
3962024093501274881,9314.494060179997,1273.0,337.0,0.26472898664571876,0.28779593176251783,0.07406717883080459,1828.49470213,129.0,119.0,17.0,117.0,128.0,510.0,-0.5522558868926711,0.6076342725525885,-0.8441141135687367,-0.7011881202508301,-1828.49470213,-0.2620168316717212,0.015196208645300802
3966142151544441601,4883.800775939999,1932.0,1028.0,0.5320910973084886,0.6095471660974604,0.052488764364503296,1661.4546297299976,107.0,130.0,37.0,17.0,124.0,415.0,-0.4597283975082706,0.03573000016016771,-1.005371565180075,1.070653056281779,-1661.4546297299976,-0.1999039814351409,-0.15492814871918453
3975304792994095360,2536.0810463000003,2438.0,1040.0,0.4265791632485644,0.777285396140754,0.2625650049774659,91.88800600000013,94.0,37.0,81.0,58.0,61.0,331.0,-0.4114911395167992,-0.2673085668598024,0.564547265429141,0.371412655614939,-91.88800600000013,0.38372996481113075,0.016743098540604573
3975392755164484097,2330.27031414,1829.0,512.0,0.2799343903772553,0.3087497194974453,0.09520516173523216,451.22514720000004,128.0,106.0,96.0,114.0,86.0,530.0,-0.5462301093188446,-0.2938741694586531,-0.6861480470305634,-0.600420063137004,-451.22514720000004,0.2501126015334782,-0.14504388670379126
3976088733682659585,5901.150099820001,2814.0,1226.0,0.43567874911158494,0.7954008292253406,0.14072490358441286,1074.7210040000002,93.0,86.0,29.0,50.0,113.0,371.0,-0.4062816007068159,0.16704724274883295,-0.34597488092198425,0.43171671620724267,-1074.7210040000002,0.01826940235305102,0.010184317711306942
3977078013600312321,4622.3514376,5018.0,1638.0,0.32642487046632124,0.3709796554595297,0.08962888162540207,753.4702992500002,124.0,113.0,39.0,98.0,106.0,480.0,-0.5283343590475974,0.001982687038161624,-0.7278200948720065,-0.29232200565840954,-753.4702992500002,0.1377245524008209,-0.061146297914751
3977116548751698176,603.98050076,1624.0,456.0,0.28078817733990147,0.05453789703444762,0.030023743904114417,905.2161011400001,141.0,137.0,135.0,113.0,108.0,634.0,-0.619334977907626,-0.5166999116898454,-1.1732547039295107,-0.5947619132493738,-905.2161011400001,0.08129878503014527,-0.3350218208777497
3977234346014419201,2427.2928308600003,83.0,33.0,0.39759036144578314,8.55593117720845,0.3047358693024751,0.0,3.0,22.0,87.0,66.0,1.0,179.0,1.8254499756290306,-0.28135071358600156,0.8796939655686963,0.17930034559021532,-0.0,0.4178979693696341,0.3457391389177681
3978449781300392193,5888.6560088,784.0,344.0,0.4387755102040816,0.5023403298026339,0.12184255969003437,1201.6152299999985,115.0,94.0,30.0,49.0,120.0,408.0,-0.4905583628624313,0.16543453259816313,-0.4870843522231125,0.4522393280461751,-1201.6152299999985,-0.02891545540102498,-0.026880577637921867
3981810242465907713,2836.47282999,105.0,12.0,0.11428571428571428,2.236008193822161,0.19707291093117768,345.51956995,36.0,65.0,72.0,140.0,82.0,395.0,0.008000516688453743,-0.22853464741587076,0.07511889695064816,-1.698193956414304,-345.51956995,0.2894185871845023,-0.01018010810963442
3983074113875692800,2424.8295199599997,43.0,14.0,0.32558139534883723,5.589868521779376,0.36019860968207074,0.0,20.0,15.0,88.0,99.0,1.0,223.0,0.9724856305785728,-0.28166867241040316,1.2941720629730376,-0.2979118176958523,-0.0,0.4178979693696341,0.23876813365103017
3986814617275053313,16337.46188064,3554.0,2780.0,0.7822172200337648,1.6859968242654695,0.3297865686167943,2.38194747,49.0,20.0,8.0,2.0,41.0,120.0,-0.15016879465280056,1.5141437155966722,1.066900117291179,2.728269247568103,-2.38194747,0.4170122564724244,0.8633063426651211
3987739404272887297,12464.606315399998,6050.0,1381.0,0.22826446280991736,1.116694807802189,0.04988250241110751,3386.656093980002,76.0,133.0,11.0,125.0,137.0,482.0,-0.3138856064739117,1.0142439251963884,-1.0248483975253124,-0.9428429480600742,-3386.656093980002,-0.84140981076863,-0.022372182352855263
3988071780777702657,3424.4699222000004,2385.0,890.0,0.3731656184486373,0.71550424488449,0.0373410076387181,135.64724225,97.0,135.0,55.0,78.0,68.0,433.0,-0.42925783069620016,-0.1526372589901446,-1.1185721272993796,0.017434607541956693,-135.64724225,0.3674583549596055,-0.03550727398524392
3988187872032603905,2599.7616706199997,5238.0,1711.0,0.3266513936617029,0.7124850626848592,0.09370312131348603,1194.0331292400022,98.0,108.0,79.0,97.0,118.0,500.0,-0.4301260708740611,-0.2590888100901863,-0.6973729315560815,-0.29082080893303186,-1194.0331292400022,-0.026096096655438675,-0.21551725888626447
